HGNC.symbol,MGI.symbol,HGNC.symbol,Chromosome.scaffold.name,Gene.start..bp.
PALB2,Palb2,PALB2,7,122107262
AKAP2,Pakap,AKAP2,4,57568179
PALM2-AKAP2,Pakap,PALM2-AKAP2,4,57568179
PAK5,Pak7,PAK5,2,136081104
BUB1B-PAK6,Pak6,BUB1B-PAK6,2,118663303
PAK6,Pak6,PAK6,2,118663303
PAK4,Pak4,PAK4,7,28558819
PAK3,Pak3,PAK3,X,143518591
PAK2,Pak2,PAK2,16,32016290
PAK1IP1,Pak1ip1,PAK1IP1,13,41001023
PAK1,Pak1,PAK1,7,97788541
PAIP2B,Paip2b,PAIP2B,6,83805401
PAIP2,Paip2,PAIP2,18,35598641
PAIP1,Paip1,PAIP1,13,119428601
PAICS,Paics,PAICS,5,76951307
PAH,Pah,PAH,10,87521795
PAGR1,Pagr1b,PAGR1,7,127001480
PAGR1,Pagr1a,PAGR1,7,127015033
PAG1,Pag1,PAG1,3,9687479
PAFAH2,Pafah2,PAFAH2,4,134396320
PAFAH1B3,Pafah1b3,PAFAH1B3,7,25295049
PAFAH1B2,Pafah1b2,PAFAH1B2,9,45962859
PAFAH1B1,Pafah1b1,PAFAH1B1,11,74673949
PAF1,Paf1,PAF1,7,28392951
PADI6,Padi6,PADI6,4,140727355
PADI4,Padi4,PADI4,4,140745865
PADI3,Padi3,PADI3,4,140785365
PADI2,Padi2,PADI2,4,140906344
PADI1,Padi1,PADI1,4,140812983
PACSIN3,Pacsin3,PACSIN3,2,91255954
PACSIN2,Pacsin2,PACSIN2,15,83375607
PACSIN1,Pacsin1,PACSIN1,17,27655509
PACS2,Pacs2,PACS2,12,113014508
PACS1,Pacs1,PACS1,19,5133688
PACRG,Pacrg,PACRG,17,10403012
PABPN1L,Pabpn1l,PABPN1L,8,122619471
PABPN1,Pabpn1,PABPN1,14,54892500
PABPC3,Pabpc6,PABPC3,17,9666495
PABPC5,Pabpc5,PABPC5,X,119927196
PABPC4L,Pabpc4l,PABPC4L,3,46442197
PABPC4,Pabpc4,PABPC4,4,123262351
PABPC3,Pabpc2,PABPC3,18,39773497
PABPC1L,Pabpc1l,PABPC1L,2,164025450
PABPC1,Pabpc1,PABPC1,15,36595661
PA2G4,Pa2g4,PA2G4,10,128557766
P4HTM,P4htm,P4HTM,9,108578862
P4HB,P4hb,P4HB,11,120560298
P4HA3,P4ha3,P4HA3,7,100285520
P4HA2,P4ha2,P4HA2,11,54100095
P4HA1,P4ha1,P4HA1,10,59323296
P3H4,P3h4,P3H4,11,100408456
P3H3,P3h3,P3H3,6,124841089
P3H2,P3h2,P3H2,16,25959288
P3H1,P3h1,P3H1,4,119232915
P2RY6,P2ry6,P2RY6,7,100937630
P2RY4,P2ry4,P2RY4,X,100590154
P2RY2,P2ry2,P2RY2,7,100996568
P2RY14,P2ry14,P2RY14,3,59113855
P2RY13,P2ry13,P2RY13,3,59207892
P2RY12,P2ry12,P2RY12,3,59216272
P2RY10,P2ry10,P2RY10,X,107088492
P2RY1,P2ry1,P2RY1,3,61002795
P2RX7,P2rx7,P2RX7,5,122643911
P2RX6,P2rx6,P2RX6,16,17561885
P2RX5-TAX1BP3,P2rx5,P2RX5-TAX1BP3,11,73160421
P2RX5,P2rx5,P2RX5,11,73160421
P2RX4,P2rx4,P2RX4,5,122707544
P2RX3,P2rx3,P2RX3,2,84998583
P2RX2,P2rx2,P2RX2,5,110339812
P2RX1,P2rx1,P2RX1,11,72999103
OXTR,Oxtr,OXTR,6,112473683
OXT,Oxt,OXT,2,130576173
OXSR1,Oxsr1,OXSR1,9,119238432
OXSM,Oxsm,OXSM,14,16238652
OXR1,Oxr1,OXR1,15,41447482
OXNAD1,Oxnad1,OXNAD1,14,32085374
OXLD1,Oxld1,OXLD1,11,120456606
OXGR1,Oxgr1,OXGR1,14,120019585
OXCT2,Oxct2b,OXCT2,4,123116266
OXCT2,Oxct2a,OXCT2,4,123321875
OXCT1,Oxct1,OXCT1,15,4026383
OXA1L,Oxa1l,OXA1L,14,54360834
OVOL3,Ovol3,OVOL3,7,30233439
OVOL2,Ovol2,OVOL2,2,144305175
OVOL1,Ovol1,OVOL1,19,5549137
OVGP1,Ovgp1,OVGP1,3,105973711
OVCH2,Ovch2,OVCH2,7,107781544
OVCA2,Ovca2,OVCA2,11,75175942
OTX2,Otx2,OTX2,14,48657677
OTX1,Otx1,OTX1,11,21994764
OTULIN,Otulin,OTULIN,15,27542635
OTUD7B,Otud7b,OTUD7B,3,96104527
OTUD7A,Otud7a,OTUD7A,7,63444751
OTUD6B,Otud6b,OTUD6B,4,14809498
OTUD6A,Otud6a,OTUD6A,X,100429013
OTUD5,Otud5,OTUD5,X,7841364
OTUD4,Otud4,OTUD4,8,79639618
OTUD3,Otud3,OTUD3,4,138895379
OTUD1,Otud1,OTUD1,2,19657752
OTUB2,Otub2,OTUB2,12,103388682
OTUB1,Otub1,OTUB1,19,7198202
OTP,Otp,OTP,13,94875602
OTOS,Otos,OTOS,1,92644218
OTOR,Otor,OTOR,2,143078473
OTOP3,Otop3,OTOP3,11,115334731
OTOP2,Otop2,OTOP2,11,115307163
OTOP1,Otop1,OTOP1,5,38275972
OTOL1,Otol1,OTOL1,3,70007613
OTOGL,Otogl,OTOGL,10,107760531
OTOG,Otog,OTOG,7,46240987
OTOF,Otof,OTOF,5,30367062
OTOA,Otoa,OTOA,7,121081650
OTC,Otc,OTC,X,10252305
OSTN,Ostn,OSTN,16,27307489
OSTM1,Ostm1,OSTM1,10,42583822
OSTF1,Ostf1,OSTF1,19,18579328
OSTC,Ostc,OSTC,3,130695912
OST4,Ost4,OST4,5,30905885
OSR2,Osr2,OSR2,15,35296098
OSR1,Osr1,OSR1,12,9570116
OSMR,Osmr,OSMR,15,6813577
OSM,Osm,OSM,11,4236420
OSGIN2,Osgin2,OSGIN2,4,15997121
OSGIN1,Osgin1,OSGIN1,8,119434124
OSGEPL1,Osgepl1,OSGEPL1,1,53313624
OSGEP,Osgep,OSGEP,14,50906478
OSER1,Oser1,OSER1,2,163405822
OSCP1,Oscp1,OSCP1,4,126058565
OSCAR,Oscar,OSCAR,7,3609813
OSBPL9,Osbpl9,OSBPL9,4,109061145
OSBPL8,Osbpl8,OSBPL8,10,111164752
OSBPL7,Osbpl7,OSBPL7,11,97050628
OSBPL6,Osbpl6,OSBPL6,2,76406508
OSBPL5,Osbpl5,OSBPL5,7,143688762
OSBPL3,Osbpl3,OSBPL3,6,50293330
OSBPL2,Osbpl2,OSBPL2,2,180119306
OSBPL1A,Osbpl1a,OSBPL1A,18,12755314
OSBPL11,Osbpl11,OSBPL11,16,33185071
OSBPL10,Osbpl10,OSBPL10,9,114978569
OSBP2,Osbp2,OSBP2,11,3703731
OSBP,Osbp,OSBP,19,11965844
OS9,Os9,OS9,10,127095650
ORMDL3,Ormdl3,ORMDL3,11,98581256
ORMDL2,Ormdl2,ORMDL2,10,128817902
ORMDL1,Ormdl1,ORMDL1,1,53297095
ORM1,Orm3,ORM1,4,63356162
ORM2,Orm3,ORM2,4,63356162
ORM1,Orm2,ORM1,4,63362449
ORM2,Orm2,ORM2,4,63362449
ORM1,Orm1,ORM1,4,63344560
ORM2,Orm1,ORM2,4,63344560
ORC6,Orc6,ORC6,8,85299632
ORC5,Orc5,ORC5,5,22486485
ORC4,Orc4,ORC4,2,48902824
ORC3,Orc3,ORC3,4,34570796
ORC2,Orc2,ORC2,1,58462771
ORC1,Orc1,ORC1,4,108579423
ORAI3,Orai3,ORAI3,7,127769815
ORAI2,Orai2,ORAI2,5,136147459
ORAI1,Orai1,ORAI1,5,123015074
OPTN,Optn,OPTN,2,5020642
OPTC,Optc,OPTC,1,133897199
OPRM1,Oprm1,OPRM1,10,6758506
OPRL1,Oprl1,OPRL1,2,181715016
OPRK1,Oprk1,OPRK1,1,5588466
OPRD1,Oprd1,OPRD1,4,132110726
OPN5,Opn5,OPN5,17,42556783
OPN4,Opn4,OPN4,14,34590618
OPN3,Opn3,OPN3,1,175662421
OPN1SW,Opn1sw,OPN1SW,6,29376671
OPN1MW,Opn1mw,OPN1MW,X,74127464
OPN1MW3,Opn1mw,OPN1MW3,X,74127464
OPN1MW2,Opn1mw,OPN1MW2,X,74127464
OPN1LW,Opn1mw,OPN1LW,X,74127464
OPLAH,Oplah,OPLAH,15,76296601
OPHN1,Ophn1,OPHN1,X,98554277
OPCML,Opcml,OPCML,9,27790775
OPALIN,Opalin,OPALIN,19,41062474
OPA3,Opa3,OPA3,7,19228334
OPA1,Opa1,OPA1,16,29579334
OOSP2,Oosp2,OOSP2,19,11647279
PRAMEF25,Oog4,PRAMEF25,4,143437164
PRAMEF7,Oog4,PRAMEF7,4,143437164
PRAMEF4,Oog4,PRAMEF4,4,143437164
PRAMEF2,Oog4,PRAMEF2,4,143437164
PRAMEF8,Oog4,PRAMEF8,4,143437164
PRAMEF5,Oog4,PRAMEF5,4,143437164
PRAMEF20,Oog4,PRAMEF20,4,143437164
PRAMEF27,Oog4,PRAMEF27,4,143437164
PRAMEF19,Oog4,PRAMEF19,4,143437164
PRAMEF17,Oog4,PRAMEF17,4,143437164
PRAMEF9,Oog4,PRAMEF9,4,143437164
PRAMEF1,Oog4,PRAMEF1,4,143437164
PRAMEF11,Oog4,PRAMEF11,4,143437164
PRAMEF26,Oog4,PRAMEF26,4,143437164
PRAMEF18,Oog4,PRAMEF18,4,143437164
PRAMEF10,Oog4,PRAMEF10,4,143437164
PRAMEF14,Oog4,PRAMEF14,4,143437164
PRAMEF6,Oog4,PRAMEF6,4,143437164
PRAMEF12,Oog4,PRAMEF12,4,143437164
PRAMEF15,Oog4,PRAMEF15,4,143437164
PRAMEF2,Oog3,PRAMEF2,4,144157557
PRAMEF18,Oog3,PRAMEF18,4,144157557
PRAMEF8,Oog3,PRAMEF8,4,144157557
PRAMEF12,Oog3,PRAMEF12,4,144157557
PRAMEF1,Oog3,PRAMEF1,4,144157557
PRAMEF4,Oog3,PRAMEF4,4,144157557
PRAMEF6,Oog3,PRAMEF6,4,144157557
PRAMEF25,Oog3,PRAMEF25,4,144157557
PRAMEF17,Oog3,PRAMEF17,4,144157557
PRAMEF19,Oog3,PRAMEF19,4,144157557
PRAMEF20,Oog3,PRAMEF20,4,144157557
PRAMEF14,Oog3,PRAMEF14,4,144157557
PRAMEF9,Oog3,PRAMEF9,4,144157557
PRAMEF7,Oog3,PRAMEF7,4,144157557
PRAMEF11,Oog3,PRAMEF11,4,144157557
PRAMEF26,Oog3,PRAMEF26,4,144157557
PRAMEF5,Oog3,PRAMEF5,4,144157557
PRAMEF27,Oog3,PRAMEF27,4,144157557
PRAMEF10,Oog3,PRAMEF10,4,144157557
PRAMEF15,Oog3,PRAMEF15,4,144157557
PRAMEF1,Oog2,PRAMEF1,4,144190719
PRAMEF8,Oog2,PRAMEF8,4,144190719
PRAMEF12,Oog2,PRAMEF12,4,144190719
PRAMEF18,Oog2,PRAMEF18,4,144190719
PRAMEF2,Oog2,PRAMEF2,4,144190719
PRAMEF25,Oog2,PRAMEF25,4,144190719
PRAMEF6,Oog2,PRAMEF6,4,144190719
PRAMEF4,Oog2,PRAMEF4,4,144190719
PRAMEF11,Oog2,PRAMEF11,4,144190719
PRAMEF7,Oog2,PRAMEF7,4,144190719
PRAMEF9,Oog2,PRAMEF9,4,144190719
PRAMEF14,Oog2,PRAMEF14,4,144190719
PRAMEF20,Oog2,PRAMEF20,4,144190719
PRAMEF19,Oog2,PRAMEF19,4,144190719
PRAMEF17,Oog2,PRAMEF17,4,144190719
PRAMEF15,Oog2,PRAMEF15,4,144190719
PRAMEF10,Oog2,PRAMEF10,4,144190719
PRAMEF27,Oog2,PRAMEF27,4,144190719
PRAMEF5,Oog2,PRAMEF5,4,144190719
PRAMEF26,Oog2,PRAMEF26,4,144190719
PRAMEF7,Oog1,PRAMEF7,12,87602688
PRAMEF17,Oog1,PRAMEF17,12,87602688
PRAMEF19,Oog1,PRAMEF19,12,87602688
PRAMEF26,Oog1,PRAMEF26,12,87602688
PRAMEF1,Oog1,PRAMEF1,12,87602688
PRAMEF8,Oog1,PRAMEF8,12,87602688
PRAMEF25,Oog1,PRAMEF25,12,87602688
PRAMEF9,Oog1,PRAMEF9,12,87602688
PRAMEF20,Oog1,PRAMEF20,12,87602688
PRAMEF14,Oog1,PRAMEF14,12,87602688
PRAMEF12,Oog1,PRAMEF12,12,87602688
PRAMEF6,Oog1,PRAMEF6,12,87602688
PRAMEF4,Oog1,PRAMEF4,12,87602688
PRAMEF5,Oog1,PRAMEF5,12,87602688
PRAMEF2,Oog1,PRAMEF2,12,87602688
PRAMEF11,Oog1,PRAMEF11,12,87602688
PRAMEF27,Oog1,PRAMEF27,12,87602688
PRAMEF15,Oog1,PRAMEF15,12,87602688
PRAMEF10,Oog1,PRAMEF10,12,87602688
PRAMEF18,Oog1,PRAMEF18,12,87602688
OOEP,Ooep,OOEP,9,78376109
ONECUT3,Onecut3,ONECUT3,10,80494835
ONECUT2,Onecut2,ONECUT2,18,64340364
ONECUT1,Onecut1,ONECUT1,9,74861921
OMP,Omp,OMP,7,98143359
OMG,Omg,OMG,11,79500982
OMD,Omd,OMD,13,49582462
OMA1,Oma1,OMA1,4,103313812
OLR1,Olr1,OLR1,6,129485244
OLIG3,Olig3,OLIG3,10,19356533
OLIG2,Olig2,OLIG2,16,91225457
OLIG1,Olig1,OLIG1,16,91269772
OR5AK2,Olfr995,OR5AK2,2,85437528
OR5AK2,Olfr994,OR5AK2,2,85429380
OR5AK2,Olfr993,OR5AK2,2,85413933
OR6X1,Olfr986,OR6X1,9,40180920
OR8D4,Olfr985,OR8D4,9,40126308
OR4D5,Olfr984,OR4D5,9,40096515
OR10S1,Olfr982,OR10S1,9,40073829
OR10G6,Olfr981,OR10G6,9,40021464
OR10G9,Olfr980,OR10G9,9,40004348
OR10G8,Olfr980,OR10G8,9,40004348
OR10G7,Olfr980,OR10G7,9,40004348
OR10G4,Olfr980,OR10G4,9,40004348
OR10G9,Olfr979,OR10G9,9,39998003
OR10G8,Olfr979,OR10G8,9,39998003
OR10G7,Olfr979,OR10G7,9,39998003
OR10G4,Olfr979,OR10G4,9,39998003
OR10G9,Olfr978,OR10G9,9,39992113
OR10G8,Olfr978,OR10G8,9,39992113
OR10G7,Olfr978,OR10G7,9,39992113
OR10G4,Olfr978,OR10G4,9,39992113
OR11A1,Olfr96,OR11A1,17,37220146
OR10D3,Olfr958,OR10D3,9,39547958
OR8G5,Olfr936,OR8G5,9,39046614
OR8G5,Olfr935,OR8G5,9,38993971
OR8D1,Olfr933,OR8D1,9,38972313
OR8D1,Olfr930,OR8D1,9,38929809
OR2H1,Olfr93,OR2H1,17,37140423
OR2H1,Olfr92,OR2H1,17,37110512
OR2H1,Olfr91,OR2H1,17,37090618
OR2H2,Olfr90,OR2H2,17,37083871
OR8B12,Olfr876,OR8B12,9,37803031
OR8B12,Olfr875,OR8B12,9,37771857
OR8B12,Olfr874,OR8B12,9,37745106
OR7D4,Olfr867,OR7D4,9,20050955
OR7G1,Olfr854,OR7G1,9,19566435
OR7G1,Olfr850,OR7G1,9,19477301
OR7G2,Olfr847,OR7G2,9,19373668
OR7G2,Olfr846,OR7G2,9,19357065
OR7G2,Olfr845,OR7G2,9,19336457
OR7G1,Olfr843,OR7G1,9,19242956
OR7G2,Olfr835,OR7G2,9,19032735
OR7G3,Olfr834,OR7G3,9,18987990
OR7G3,Olfr832,OR7G3,9,18937122
OR7G1,Olfr829,OR7G1,9,18854933
OR7G2,Olfr828,OR7G2,9,18814728
OR9K2,Olfr826,OR9K2,10,130178471
OR9K2,Olfr825,OR9K2,10,130159732
OR6C74,Olfr821,OR6C74,10,130030348
OR6C70,Olfr815,OR6C70,10,129900570
OR6C70,Olfr814,OR6C70,10,129871473
OR6C76,Olfr813,OR6C76,10,129855367
OR6C76,Olfr809,OR6C76,10,129774638
OR6C65,Olfr808,OR6C65,10,129765482
OR6C6,Olfr804,OR6C6,10,129703210
OR6C1,Olfr802,OR6C1,10,129677683
OR7A5,Olfr8,OR7A5,10,78950636
OR7A10,Olfr8,OR7A10,10,78950636
OR7A17,Olfr8,OR7A17,10,78950636
OR10P1,Olfr796,OR10P1,10,129605492
OR6C2,Olfr791,OR6C2,10,129521792
OR6C75,Olfr790,OR6C75,10,129498492
OR6C3,Olfr788,OR6C3,10,129470998
OR6C1,Olfr786,OR6C1,10,129427306
OR6C6,Olfr782,OR6C6,10,129348850
OR6C68,Olfr780,OR6C68,10,129318117
OR51E2,Olfr78,OR51E2,7,102738511
OR6C6,Olfr779,OR6C6,10,129311180
OR7D4,Olfr77,OR7D4,9,19916865
OR2AP1,Olfr767,OR2AP1,10,129074825
OR2AP1,Olfr765,OR2AP1,10,129044817
OR5A1,Olfr76,OR5A1,19,12117996
OR2H1,Olfr753-ps1,OR2H1,17,37168313
OR6S1,Olfr750,OR6S1,14,51066301
OR11H4,Olfr749,OR11H4,14,50736171
OR11H4,Olfr747,OR11H4,14,50680657
OR11H6,Olfr745,OR11H6,14,50639388
OR5D18,Olfr74,OR5D18,2,87973707
OR11G2,Olfr738,OR11G2,14,50407568
OR4Q3,Olfr735,OR4Q3,14,50342612
OR4M1,Olfr734,OR4M1,14,50316506
OR4M2,Olfr734,OR4M2,14,50316506
OR4N4,Olfr733,OR4N4,14,50295891
LINC02203,Olfr733,LINC02203,14,50295891
OR4N4,Olfr732,OR4N4,14,50278473
LINC02203,Olfr732,LINC02203,14,50278473
OR4K2,Olfr730,OR4K2,14,50183296
OR5D18,Olfr73,OR5D18,2,88032288
OR4K5,Olfr729,OR4K5,14,50144731
OR4K1,Olfr728,OR4K1,14,50133758
OR4K15,Olfr727,OR4K15,14,50123186
OR4K15,Olfr726,OR4K15,14,50083570
OR4K15,Olfr725,OR4K15,14,50034314
OR4L1,Olfr724,OR4L1,14,49960023
OR4L1,Olfr723,OR4L1,14,49928563
OR4N5,Olfr722,OR4N5,14,49894258
OR2T2,Olfr721-ps1,OR2T2,14,14401298
OR2T35,Olfr721-ps1,OR2T35,14,14401298
OR2T6,Olfr720,OR2T6,14,14171738
OR2D3,Olfr716,OR2D3,7,107138327
OR2D2,Olfr715b,OR2D2,7,107103748
OR2D2,Olfr715,OR2D2,7,107125267
OR10A2,Olfr714,OR10A2,7,107070981
OR10A5,Olfr714,OR10A5,7,107070981
OR10A2,Olfr713,OR10A2,7,107031174
OR10A5,Olfr713,OR10A5,7,107031174
OR13J1,Olfr71,OR13J1,4,43704562
OR2AG2,Olfr706,OR2AG2,7,106882589
OR2AG2,Olfr701,OR2AG2,7,106814129
OR52W1,Olfr692,OR52W1,7,105368230
OR52B2,Olfr691,OR52B2,7,105335509
OR52A5,Olfr69,OR52A5,7,103765805
OR56B4,Olfr689,OR56B4,7,105311165
OR56B4,Olfr688,OR56B4,7,105288095
OR52L1,Olfr685,OR52L1,7,105178416
OR56A4,Olfr684,OR56A4,7,105154692
OR56A4,Olfr683,OR56A4,7,105140839
OR56A3,Olfr681,OR56A3,7,105116836
OR52A5,Olfr68,OR52A5,7,103774358
OR56A3,Olfr679,OR56A3,7,105081205
OR52E5,Olfr678,OR52E5,7,105064475
OR52E4,Olfr677,OR52E4,7,105051372
OR52E6,Olfr675,OR52E6,7,105021370
OR52E8,Olfr675,OR52E8,7,105021370
OR52E6,Olfr671,OR52E6,7,104972896
OR52E8,Olfr671,OR52E8,7,104972896
OR52N5,Olfr669,OR52N5,7,104934240
OR52N2,Olfr668,OR52N2,7,104922291
OR52N2,Olfr666,OR52N2,7,104891822
OR52N1,Olfr664,OR52N1,7,104733385
OR51B4,Olfr66,OR51B4,7,103879443
OR52N4,Olfr658,OR52N4,7,104642877
OR56B1,Olfr657,OR56B1,7,104624794
OR52B6,Olfr650-ps1,OR52B6,7,104203437
OR51B6,Olfr65,OR51B6,7,103903487
OR52H1,Olfr648,OR52H1,7,104177598
OR52D1,Olfr646,OR52D1,7,104104873
OR51I2,Olfr641,OR51I2,7,104035445
OR51I1,Olfr640,OR51I1,7,104018686
OR51Q1,Olfr638,OR51Q1,7,103998746
OR51Q1,Olfr635,OR51Q1,7,103971152
OR51M1,Olfr631,OR51M1,7,103928825
OR10H4,Olfr63,OR10H4,17,33264676
OR10H3,Olfr63,OR10H3,17,33264676
OR51V1,Olfr624,OR51V1,7,103665461
OR51B6,Olfr623,OR51B6,7,103657697
OR51V1,Olfr620,OR51V1,7,103604895
OR52J3,Olfr592,OR52J3,7,103184803
OR52E2,Olfr589,OR52E2,7,103154792
OR51L1,Olfr587-ps1,OR51L1,7,103134376
OR51G2,Olfr577,OR51G2,7,102971180
OR51A7,Olfr576,OR51A7,7,102962660
OR51T1,Olfr574,OR51T1,7,102948467
OR51S1,Olfr571,OR51S1,7,102905090
OR51F2,Olfr568,OR51F2,7,102877122
OR2V2,Olfr56,OR2V2,11,48978889
OR2V1,Olfr56,OR2V1,11,48978889
OR51E1,Olfr558,OR51E1,7,102702215
OR51D1,Olfr557,OR51D1,7,102695910
OR52I1,Olfr556,OR52I1,7,102664899
OR52I2,Olfr556,OR52I2,7,102664899
OR52M1,Olfr554,OR52M1,7,102638432
OR52K2,Olfr552,OR52K2,7,102597770
OR52K1,Olfr552,OR52K1,7,102597770
OR10H1,Olfr55,OR10H1,17,33168447
OR10H5,Olfr55,OR10H5,17,33168447
OR10H2,Olfr55,OR10H2,17,33168447
OR2AT4,Olfr520,OR2AT4,7,99730273
OR8U1,Olfr52,OR8U1,2,86179412
OR10A3,Olfr519,OR10A3,7,108893461
OR10A3,Olfr518,OR10A3,7,108880188
OR10A3,Olfr517,OR10A3,7,108867208
OR10A3,Olfr516,OR10A3,7,108844788
OR10A3,Olfr514,OR10A3,7,108825065
OR10A3,Olfr512,OR10A3,7,108713320
OR5P2,Olfr510,OR5P2,7,108666418
OR5P3,Olfr508,OR5P3,7,108629994
OR5P2,Olfr507,OR5P2,7,108621814
OR5P2,Olfr506,OR5P2,7,108610787
OR56B1,Olfr504,OR56B1,7,108564836
OR52N4,Olfr503,OR52N4,7,108544527
OR5P2,Olfr502,OR5P2,7,108520825
OR5P2,Olfr498,OR5P2,7,108465326
OR5P2,Olfr497,OR5P2,7,108420421
OR5P2,Olfr495,OR5P2,7,108393167
OR5P2,Olfr494,OR5P2,7,108365335
OR5P2,Olfr493,OR5P2,7,108346035
OR5P2,Olfr492,OR5P2,7,108322730
OR5P2,Olfr490,OR5P2,7,108285893
OR5P2,Olfr488,OR5P2,7,108251617
OR5P2,Olfr487,OR5P2,7,108208868
OR5P2,Olfr486,OR5P2,7,108171798
OR5P2,Olfr485,OR5P2,7,108158918
OR5P2,Olfr484,OR5P2,7,108120691
OR5P2,Olfr483,OR5P2,7,108100849
OR5P2,Olfr482,OR5P2,7,108092999
OR5P3,Olfr480,OR5P3,7,108064878
OR5P2,Olfr478,OR5P2,7,108029965
OR5P2,Olfr470,OR5P2,7,107842905
OR2A42,Olfr47,OR2A42,6,43231529
OR2A1,Olfr47,OR2A1,6,43231529
OR5P2,Olfr469,OR5P2,7,107820566
OR14A16,Olfr465-ps1,OR14A16,13,65138089
OR4D1,Olfr464,OR4D1,11,87913268
OR4D2,Olfr463,OR4D2,11,87892618
OR4D2,Olfr462,OR4D2,11,87884979
OR9A4,Olfr460,OR9A4,6,40569487
OR9A2,Olfr459,OR9A2,6,41768770
OR2F2,Olfr453,OR2F2,6,42739371
OR2F2,Olfr452,OR2F2,6,42785093
OR6B1,Olfr449,OR6B1,6,42834384
OR2A5,Olfr448,OR2A5,6,42890441
OR2A25,Olfr447,OR2A25,6,42908878
OR2A12,Olfr446,OR2A12,6,42921377
OR2A14,Olfr444,OR2A14,6,42949067
OR2A14,Olfr441,OR2A14,6,43106369
OR2A2,Olfr437,OR2A2,6,43163282
OR2A42,Olfr435,OR2A42,6,43197146
OR2A1,Olfr435,OR2A1,6,43197146
OR2A42,Olfr434,OR2A42,6,43213021
OR2A1,Olfr434,OR2A1,6,43213021
OR6N2,Olfr430,OR6N2,1,174066605
OR1A1,Olfr43,OR1A1,11,74205664
OR1A2,Olfr43,OR1A2,11,74205664
OR6N1,Olfr429,OR6N1,1,174084331
OR6K3,Olfr424,OR6K3,1,174131517
OR6K2,Olfr420,OR6K2,1,174155633
OR10Z1,Olfr419,OR10Z1,1,174248514
OR6Y1,Olfr414,OR6Y1,1,174424064
OR1D2,Olfr412,OR1D2,11,74362069
OR3A1,Olfr410,OR3A1,11,74330281
OR1A1,Olfr403,OR1A1,11,74186249
OR1A2,Olfr403,OR1A2,11,74186249
OR3A1,Olfr402,OR3A1,11,74153529
OR3A1,Olfr401,OR3A1,11,74113712
OR7D4,Olfr39,OR7D4,9,20282351
OR2F2,Olfr38,OR2F2,6,42756404
OR10K1,Olfr370,OR10K1,8,83535780
OR5C1,Olfr368,OR5C1,2,37326515
OR1Q1,Olfr357,OR1Q1,2,36993827
OR1N2,Olfr354,OR1N2,2,36905680
OR1N1,Olfr353,OR1N1,2,36887293
OR1N1,Olfr351,OR1N1,2,36857539
OR1J4,Olfr350,OR1J4,2,36846310
OR2T5,Olfr331,OR2T5,11,58501598
OR2T29,Olfr331,OR2T29,11,58501598
OR2T4,Olfr331,OR2T4,11,58501598
OR2T5,Olfr330,OR2T5,11,58527186
OR2T29,Olfr330,OR2T29,11,58527186
OR2T4,Olfr330,OR2T4,11,58527186
OR2T5,Olfr329-ps,OR2T5,11,58539801
OR2T29,Olfr329-ps,OR2T29,11,58539801
OR2T4,Olfr329-ps,OR2T4,11,58539801
OR2T5,Olfr328,OR2T5,11,58550854
OR2T29,Olfr328,OR2T29,11,58550854
OR2T4,Olfr328,OR2T4,11,58550854
OR2T5,Olfr325,OR2T5,11,58577730
OR2T29,Olfr325,OR2T29,11,58577730
OR2T4,Olfr325,OR2T4,11,58577730
OR11L1,Olfr323,OR11L1,11,58624159
OR2W3,Olfr322,OR2W3,11,58658782
OR2AK2,Olfr320,OR2AK2,11,58681099
OR2AK2,Olfr319,OR2AK2,11,58699162
OR2AK2,Olfr318,OR2AK2,11,58717197
OR2W3,Olfr317,OR2W3,11,58731018
OR2AK2,Olfr316,OR2AK2,11,58752734
OR14C36,Olfr310,OR14C36,7,86268487
OR2T1,Olfr31,OR2T1,14,14322828
OR13G1,Olfr309,OR13G1,7,86304474
OR6F1,Olfr308,OR6F1,7,86318218
OR14A2,Olfr307,OR14A2,7,86332176
OR14A2,Olfr305,OR14A2,7,86360854
OR14A2,Olfr304,OR14A2,7,86385657
OR14C36,Olfr301,OR14C36,7,86403846
OR14C36,Olfr300-ps1,OR14C36,7,86435913
OR1J1,Olfr3,OR1J1,2,36811492
OR14C36,Olfr299,OR14C36,7,86459921
OR14A2,Olfr298,OR14A2,7,86486322
OR14C36,Olfr297,OR14C36,7,86519968
OR14C36,Olfr296-ps1,OR14C36,7,86559478
OR14C36,Olfr295,OR14C36,7,86583862
OR14A2,Olfr294,OR14A2,7,86615636
OR14C36,Olfr293,OR14C36,7,86649061
OR14C36,Olfr292,OR14C36,7,86688330
OR10AD1,Olfr288,OR10AD1,15,98186013
OR10AD1,Olfr287,OR10AD1,15,98206971
OR10AD1,Olfr286,OR10AD1,15,98224308
OR13F1,Olfr275,OR13F1,4,52814604
OR13C3,Olfr273,OR13C3,4,52852154
OR13C8,Olfr272,OR13C8,4,52910207
OR13C2,Olfr271-ps1,OR13C2,4,52935430
OR13C9,Olfr271-ps1,OR13C9,4,52935430
OR13C5,Olfr271-ps1,OR13C5,4,52935430
OR13D1,Olfr270,OR13D1,4,52964547
OR2K2,Olfr267,OR2K2,4,58782704
OR2W1,Olfr263,OR2W1,13,21129639
OR5AN1,Olfr262,OR5AN1,19,12240721
OR8D1,Olfr26,OR8D1,9,38855060
